id,strCommunication,strOperation,strData,fTime,iNumData,bResult
0,TCP0,TX,10!s ooEpCx!,0.04178500175476074,8,
1,TCP0,RX,10!s ooEpCx!,8.656162738800049,8,True
2,TCP0,TX,11!WBG5  xP!,8.671364784240723,8,
3,TCP0,RX,'11!WBG5  xP!',16.547396659851074,8,False
4,TCP0,TX,12!jFW66GGR!,16.562907457351685,8,
5,TCP0,RX,12!jFW66GGR!,21.841278314590454,8,True
