id,strCommunication,strOperation,strData,fTime,iOffset,iNumData,bResult
0,TCP0,TX,l,0.1193995475769043,0,1,
1,TCP0,RX,l,2.1780128479003906,0,1,True
2,TCP0,TX,l,2.194072961807251,0,1,
3,TCP0,RX,l,2.7220847606658936,0,1,True
4,TCP0,TX,l,2.738224506378174,0,1,
5,TCP0,RX,l,3.0807037353515625,0,1,True
6,TCP0,TX,l,3.0969741344451904,0,1,
7,TCP0,RX,l,3.376854181289673,0,1,True
8,TCP0,TX,l,3.3924221992492676,0,1,
9,TCP0,RX,l,3.671107769012451,0,1,True
10,TCP0,TX,l,3.686972141265869,0,1,
11,TCP0,RX,l,3.9828100204467773,0,1,True
12,TCP0,TX,l,3.9979968070983887,0,1,
13,TCP0,RX,l,4.262478351593018,0,1,True
14,TCP0,TX,l,4.277580261230469,0,1,
15,TCP0,RX,l,4.558091878890991,0,1,True
16,TCP0,TX,l,4.573528528213501,0,1,
17,TCP0,RX,l,4.8685290813446045,0,1,True
18,TCP0,TX,l,4.884148836135864,0,1,
19,TCP0,RX,l,5.163639783859253,0,1,True
